! =====================================================================
! 1. CABECALHO DA MALHA
! [N� de Nos Fisicos]  [N� de Elementos]  [Ordem VEM (k)]  [DOFs por No]
! =====================================================================
25  16  1  2

! =====================================================================
! 2. COORDENADAS E TIPOS DOS NOS (1=Vertice, 2=Aresta)
! [X]  [Y]  [type_id]
! =====================================================================
! No 1
5.63777558846733E+03  1.25020768088437E+03  1
! No 2
5.63827558846733E+03  1.25020768088437E+03  1
! No 3
5.63827558846733E+03  1.25070768088437E+03  1
! No 4
5.63777558846733E+03  1.25070768088437E+03  1
! No 5
5.63727558846733E+03  1.25020768088437E+03  1
! No 6
5.63727558846733E+03  1.25070768088437E+03  1
! No 7
5.63827558846733E+03  1.25120768088437E+03  1
! No 8
5.63777558846733E+03  1.25120768088437E+03  1
! No 9
5.63727558846733E+03  1.25120768088437E+03  1
! No 10
5.63677558846733E+03  1.25020768088437E+03  1
! No 11
5.63677558846733E+03  1.25070768088437E+03  1
! No 12
5.63627558846733E+03  1.25020768088437E+03  1
! No 13
5.63627558846733E+03  1.25070768088437E+03  1
! No 14
5.63677558846733E+03  1.25120768088437E+03  1
! No 15
5.63627558846733E+03  1.25120768088437E+03  1
! No 16
5.63827558846733E+03  1.25170768088437E+03  1
! No 17
5.63777558846733E+03  1.25170768088437E+03  1
! No 18
5.63727558846733E+03  1.25170768088437E+03  1
! No 19
5.63827558846733E+03  1.25220768088437E+03  1
! No 20
5.63777558846733E+03  1.25220768088437E+03  1
! No 21
5.63727558846733E+03  1.25220768088437E+03  1
! No 22
5.63677558846733E+03  1.25170768088437E+03  1
! No 23
5.63627558846733E+03  1.25170768088437E+03  1
! No 24
5.63677558846733E+03  1.25220768088437E+03  1
! No 25
5.63627558846733E+03  1.25220768088437E+03  1

! =====================================================================
! 3. CONECTIVIDADE DOS ELEMENTOS (Sentido Anti-Horario)
! =====================================================================
! Elemento 1 (4 nos de borda)
4
1  2  3  4  
! Elemento 2 (4 nos de borda)
4
5  1  4  6  
! Elemento 3 (4 nos de borda)
4
4  3  7  8  
! Elemento 4 (4 nos de borda)
4
6  4  8  9  
! Elemento 5 (4 nos de borda)
4
10  5  6  11  
! Elemento 6 (4 nos de borda)
4
12  10  11  13  
! Elemento 7 (4 nos de borda)
4
11  6  9  14  
! Elemento 8 (4 nos de borda)
4
13  11  14  15  
! Elemento 9 (4 nos de borda)
4
8  7  16  17  
! Elemento 10 (4 nos de borda)
4
9  8  17  18  
! Elemento 11 (4 nos de borda)
4
17  16  19  20  
! Elemento 12 (4 nos de borda)
4
18  17  20  21  
! Elemento 13 (4 nos de borda)
4
14  9  18  22  
! Elemento 14 (4 nos de borda)
4
15  14  22  23  
! Elemento 15 (4 nos de borda)
4
22  18  21  24  
! Elemento 16 (4 nos de borda)
4
23  22  24  25  

! =====================================================================
! 4. CONDICOES DE CONTORNO DE DIRICHLET (Deslocamentos Prescritos)
! =====================================================================
10
12 1 0.000000000
12 2 0.000000000
13 1 0.000000000
13 2 0.000000000
15 1 0.000000000
15 2 0.000000000
23 1 0.000000000
23 2 0.000000000
25 1 0.000000000
25 2 0.000000000

! =====================================================================
! 5. MOLAS ELASTICAS CONCENTRADAS
! =====================================================================
0
