! =====================================================================
! 1. CABECALHO DA MALHA
! [N� de Nos Fisicos]  [N� de Elementos]  [Ordem VEM (k)]  [DOFs por No]
! =====================================================================
225  64  2  2

! =====================================================================
! 2. COORDENADAS E TIPOS DOS NOS (1=Vertice, 2=Aresta)
! [X]  [Y]  [type_id]
! =====================================================================
! No 1
5.64135482832744E+03  1.24650987649551E+03  1
! No 2
5.64160482832744E+03  1.24650987649551E+03  1
! No 3
5.64160482832744E+03  1.24675987649551E+03  1
! No 4
5.64135482832744E+03  1.24675987649551E+03  1
! No 5
5.64110482832744E+03  1.24650987649551E+03  1
! No 6
5.64110482832744E+03  1.24675987649551E+03  1
! No 7
5.64160482832744E+03  1.24700987649551E+03  1
! No 8
5.64135482832744E+03  1.24700987649551E+03  1
! No 9
5.64110482832744E+03  1.24700987649551E+03  1
! No 10
5.64085482832744E+03  1.24650987649551E+03  1
! No 11
5.64085482832744E+03  1.24675987649551E+03  1
! No 12
5.64060482832744E+03  1.24650987649551E+03  1
! No 13
5.64060482832744E+03  1.24675987649551E+03  1
! No 14
5.64085482832744E+03  1.24700987649551E+03  1
! No 15
5.64060482832744E+03  1.24700987649551E+03  1
! No 16
5.64160482832744E+03  1.24725987649551E+03  1
! No 17
5.64135482832744E+03  1.24725987649551E+03  1
! No 18
5.64110482832744E+03  1.24725987649551E+03  1
! No 19
5.64160482832744E+03  1.24750987649551E+03  1
! No 20
5.64135482832744E+03  1.24750987649551E+03  1
! No 21
5.64110482832744E+03  1.24750987649551E+03  1
! No 22
5.64085482832744E+03  1.24725987649551E+03  1
! No 23
5.64060482832744E+03  1.24725987649551E+03  1
! No 24
5.64085482832744E+03  1.24750987649551E+03  1
! No 25
5.64060482832744E+03  1.24750987649551E+03  1
! No 26
5.64035482832744E+03  1.24650987649551E+03  1
! No 27
5.64035482832744E+03  1.24675987649551E+03  1
! No 28
5.64010482832744E+03  1.24650987649551E+03  1
! No 29
5.64010482832744E+03  1.24675987649551E+03  1
! No 30
5.64035482832744E+03  1.24700987649551E+03  1
! No 31
5.64010482832744E+03  1.24700987649551E+03  1
! No 32
5.63985482832744E+03  1.24650987649551E+03  1
! No 33
5.63985482832744E+03  1.24675987649551E+03  1
! No 34
5.63960482832744E+03  1.24650987649551E+03  1
! No 35
5.63960482832744E+03  1.24675987649551E+03  1
! No 36
5.63985482832744E+03  1.24700987649551E+03  1
! No 37
5.63960482832744E+03  1.24700987649551E+03  1
! No 38
5.64035482832744E+03  1.24725987649551E+03  1
! No 39
5.64010482832744E+03  1.24725987649551E+03  1
! No 40
5.64035482832744E+03  1.24750987649551E+03  1
! No 41
5.64010482832744E+03  1.24750987649551E+03  1
! No 42
5.63985482832744E+03  1.24725987649551E+03  1
! No 43
5.63960482832744E+03  1.24725987649551E+03  1
! No 44
5.63985482832744E+03  1.24750987649551E+03  1
! No 45
5.63960482832744E+03  1.24750987649551E+03  1
! No 46
5.64160482832744E+03  1.24775987649551E+03  1
! No 47
5.64135482832744E+03  1.24775987649551E+03  1
! No 48
5.64110482832744E+03  1.24775987649551E+03  1
! No 49
5.64160482832744E+03  1.24800987649551E+03  1
! No 50
5.64135482832744E+03  1.24800987649551E+03  1
! No 51
5.64110482832744E+03  1.24800987649551E+03  1
! No 52
5.64085482832744E+03  1.24775987649551E+03  1
! No 53
5.64060482832744E+03  1.24775987649551E+03  1
! No 54
5.64085482832744E+03  1.24800987649551E+03  1
! No 55
5.64060482832744E+03  1.24800987649551E+03  1
! No 56
5.64160482832744E+03  1.24825987649551E+03  1
! No 57
5.64135482832744E+03  1.24825987649551E+03  1
! No 58
5.64110482832744E+03  1.24825987649551E+03  1
! No 59
5.64160482832744E+03  1.24850987649551E+03  1
! No 60
5.64135482832744E+03  1.24850987649551E+03  1
! No 61
5.64110482832744E+03  1.24850987649551E+03  1
! No 62
5.64085482832744E+03  1.24825987649551E+03  1
! No 63
5.64060482832744E+03  1.24825987649551E+03  1
! No 64
5.64085482832744E+03  1.24850987649551E+03  1
! No 65
