! =====================================================================
! 1. CABECALHO DA MALHA
! [N� de Nos Fisicos]  [N� de Elementos]  [Ordem VEM (k)]  [DOFs por No]
! =====================================================================
46  3  1  2

! =====================================================================
! 2. COORDENADAS E TIPOS DOS NOS (1=Vertice, 2=Aresta)
! [X]  [Y]  [type_id]
! =====================================================================
! No 1
5.84071815477167E+03  1.57269130517142E+03  1
! No 2
5.82356190477167E+03  1.58412880517142E+03  1
! No 3
5.80640565477167E+03  1.59556630517142E+03  1
! No 4
5.78924940477167E+03  1.60700380517142E+03  1
! No 5
5.78067315477167E+03  1.60128630517142E+03  1
! No 6
5.77209690477167E+03  1.59556880517142E+03  1
! No 7
5.76352065477167E+03  1.58985130517142E+03  1
! No 8
5.75494440477635E+03  1.58413380517454E+03  1
! No 9
5.75923252977167E+03  1.58127380517142E+03  1
! No 10
5.76352065477167E+03  1.57841380517142E+03  1
! No 11
5.76780877977167E+03  1.57555380517142E+03  1
! No 12
5.77209690477167E+03  1.57269380517142E+03  1
! No 13
5.77638502977167E+03  1.56983380517142E+03  1
! No 14
5.78067315477167E+03  1.56697380517142E+03  1
! No 15
5.78496127977167E+03  1.56411380517142E+03  1
! No 16
5.78924940477167E+03  1.56125380517142E+03  1
! No 17
5.79782752977167E+03  1.56125380517142E+03  1
! No 18
5.80640565477167E+03  1.56125380517142E+03  1
! No 19
5.81498377977167E+03  1.56125380517142E+03  1
! No 20
5.82356190477167E+03  1.56125380517142E+03  1
! No 21
5.83214002977167E+03  1.56125380517142E+03  1
! No 22
5.84071815477167E+03  1.56125380517142E+03  1
! No 23
5.84929627977167E+03  1.56125380517142E+03  1
! No 24
5.85787440477167E+03  1.56125380517142E+03  1
! No 25
5.65199940477167E+03  1.51550380517142E+03  1
! No 26
5.66915690477167E+03  1.51550380517142E+03  1
! No 27
5.68631440477167E+03  1.51550380517142E+03  1
! No 28
5.70347190477167E+03  1.51550380517142E+03  1
! No 29
5.72062940477167E+03  1.51550380517142E+03  1
! No 30
5.72920690477167E+03  1.52122255517142E+03  1
! No 31
5.73778440477167E+03  1.52694130517142E+03  1
! No 32
5.74636190477167E+03  1.53266005517142E+03  1
! No 33
5.75493940477167E+03  1.53837880517142E+03  1
! No 34
5.76351690477167E+03  1.54409755517142E+03  1
! No 35
5.77209440477167E+03  1.54981630517142E+03  1
! No 36
5.78067190477167E+03  1.55553505517142E+03  1
! No 37
5.72920757774835E+03  1.56697717064334E+03  1
! No 38
5.70347075072503E+03  1.54982053611526E+03  1
! No 39
5.67773507774835E+03  1.53266217064334E+03  1
! No 40
5.92649940477167E+03  1.51550380517142E+03  1
! No 41
5.77209565477167E+03  1.51550380517142E+03  1
! No 42
5.82356190477167E+03  1.51550380517142E+03  1
! No 43
5.87503065477167E+03  1.51550380517142E+03  1
! No 44
5.90934315477167E+03  1.52694130517142E+03  1
! No 45
5.89218690477167E+03  1.53837880517142E+03  1
! No 46
5.87503065477167E+03  1.54981630517142E+03  1

! =====================================================================
! 3. CONECTIVIDADE DOS ELEMENTOS (Sentido Anti-Horario)
! =====================================================================
! Elemento 1 (24 nos de borda)
24
1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17  18  19  20  21  22  23  24  
! Elemento 2 (20 nos de borda)
20
25  26  27  28  29  30  31  32  33  34  35  36  16  14  12  10  8  37  38  39  
! Elemento 3 (18 nos de borda)
18
40  24  22  20  18  16  35  33  31  29  41  42  43  40  44  45  46  24  

! =====================================================================
! 4. CONDICOES DE CONTORNO DE DIRICHLET (Deslocamentos Prescritos)
! =====================================================================
18
25  1  0.00000000000000E+00   
25  2  0.00000000000000E+00   
26  1  0.00000000000000E+00   
26  2  0.00000000000000E+00   
27  1  0.00000000000000E+00   
27  2  0.00000000000000E+00 
28  1  0.00000000000000E+00   
28  2  0.00000000000000E+00   
29  1  0.00000000000000E+00   
29  2  0.00000000000000E+00   
40  1  0.00000000000000E+00   
40  2  0.00000000000000E+00
41  1  0.00000000000000E+00   
41  2  0.00000000000000E+00   
42  1  0.00000000000000E+00   
42  2  0.00000000000000E+00   
43  1  0.00000000000000E+00   
43  2  0.00000000000000E+00 

! =====================================================================
! 5. MOLAS ELASTICAS CONCENTRADAS
! =====================================================================
0
