! =====================================================================
! 1. CABECALHO DA MALHA
! [N� de Nos Fisicos]  [N� de Elementos]  [Ordem VEM (k)]  [DOFs por No]
! =====================================================================
33  8  1  2

! =====================================================================
! 2. COORDENADAS E TIPOS DOS NOS (1=Vertice, 2=Aresta)
! [X]  [Y]  [type_id]
! =====================================================================
! No 1
5.53420092634922E+03  1.21889984775926E+03  1
! No 2
5.53420663430208E+03  1.21903058137338E+03  1
! No 3
5.53434146466866E+03  1.21953377515188E+03  1
! No 4
5.53464026617744E+03  1.21996050793104E+03  1
! No 5
5.53070092634922E+03  1.22389984775926E+03  1
! No 6
5.53070092634922E+03  1.21889984775926E+03  1
! No 7
5.53464026617744E+03  1.21783918758748E+03  1
! No 8
5.53447219828279E+03  1.21803948310473E+03  1
! No 9
5.53425203760979E+03  1.21851161919161E+03  1
! No 10
5.53070092634922E+03  1.21389984775926E+03  1
! No 11
5.53570092634922E+03  1.21739984775926E+03  1
! No 12
5.53531269778156E+03  1.21745095901983E+03  1
! No 13
5.53484056169469E+03  1.21767111969283E+03  1
! No 14
5.53570092634922E+03  1.21514984775926E+03  1
! No 15
5.53704256713572E+03  1.21822902736601E+03  1
! No 16
5.53676158652100E+03  1.21783918758748E+03  1
! No 17
5.53633485374183E+03  1.21754038607871E+03  1
! No 18
5.53583165996334E+03  1.21740555571212E+03  1
! No 19
5.54070092634922E+03  1.21639984775926E+03  1
! No 20
5.53720092634922E+03  1.21889984775926E+03  1
! No 21
5.53719521839636E+03  1.21876911414514E+03  1
! No 22
5.53706038802977E+03  1.21826592036665E+03  1
! No 23
5.54070092634922E+03  1.21889984775926E+03  1
! No 24
5.53704256713572E+03  1.21957066815251E+03  1
! No 25
5.53714981508865E+03  1.21928807632692E+03  1
! No 26
5.54070092634922E+03  1.22139984775926E+03  1
! No 27
5.53570092634922E+03  1.22039984775926E+03  1
! No 28
5.53608915491687E+03  1.22034873649870E+03  1
! No 29
5.53656129100374E+03  1.22012857582570E+03  1
! No 30
5.53692965441565E+03  1.21976021241379E+03  1
! No 31
5.53570092634922E+03  1.22264984775926E+03  1
! No 32
5.53506699895660E+03  1.22025930943982E+03  1
! No 33
5.53557019273510E+03  1.22039413980640E+03  1

! =====================================================================
! 3. CONECTIVIDADE DOS ELEMENTOS (Sentido Anti-Horario)
! =====================================================================
! Elemento 1 (6 nos de borda)
6
1  2  3  4  5  6  
! Elemento 2 (6 nos de borda)
6
7  8  9  1  6  10  
! Elemento 3 (6 nos de borda)
6
11  12  13  7  10  14  
! Elemento 4 (7 nos de borda)
7
15  16  17  18  11  14  19  
! Elemento 5 (6 nos de borda)
6
20  21  22  15  19  23  
! Elemento 6 (5 nos de borda)
5
24  25  20  23  26  
! Elemento 7 (7 nos de borda)
7
27  28  29  30  24  26  31  
! Elemento 8 (6 nos de borda)
6
4  32  33  27  31  5  

! =====================================================================
! 4. CONDICOES DE CONTORNO DE DIRICHLET (Deslocamentos Prescritos)
! =====================================================================
6
5  1  0.00000000000000E+00   
5  2  0.00000000000000E+00   
6  1  0.00000000000000E+00   
6  2  0.00000000000000E+00   
10  1  0.00000000000000E+00   
10  2  0.00000000000000E+00 

! =====================================================================
! 5. MOLAS ELASTICAS CONCENTRADAS
! =====================================================================
0
