! =====================================================================
! 1. CABECALHO DA MALHA
! [N� de Nos Fisicos]  [N� de Elementos]  [Ordem VEM (k)]  [DOFs por No]
! =====================================================================
36  40  1  2

! =====================================================================
! 2. COORDENADAS E TIPOS DOS NOS (1=Vertice, 2=Aresta)
! [X]  [Y]  [type_id]
! =====================================================================
! No 1
5.56626630155454E+03  1.30982301819100E+03  1
! No 2
5.56626630155454E+03  1.31282301819100E+03  1
! No 3
5.56146630155454E+03  1.31282301819100E+03  1
! No 4
5.56146630155454E+03  1.30982301819100E+03  1
! No 5
5.56626630155454E+03  1.31462301819100E+03  1
! No 6
5.56146630155454E+03  1.31462301819100E+03  1
! No 7
5.55846630155454E+03  1.31462301819100E+03  1
! No 8
5.55846630155454E+03  1.31282301819100E+03  1
! No 9
5.55546630155454E+03  1.31462301819100E+03  1
! No 10
5.55546630155454E+03  1.31282301819100E+03  1
! No 11
5.55846630155454E+03  1.30982301819100E+03  1
! No 12
5.55546630155454E+03  1.30982301819100E+03  1
! No 13
5.56626630155454E+03  1.30502301819100E+03  1
! No 14
5.56626630155454E+03  1.30802301819100E+03  1
! No 15
5.56146630155454E+03  1.30802301819100E+03  1
! No 16
5.56146630155454E+03  1.30502301819100E+03  1
! No 17
5.55846630155454E+03  1.30802301819100E+03  1
! No 18
5.55546630155454E+03  1.30802301819100E+03  1
! No 19
5.55846630155454E+03  1.30502301819100E+03  1
! No 20
5.55546630155454E+03  1.30502301819100E+03  1
! No 21
5.56626630155454E+03  1.30022301819100E+03  1
! No 22
5.56626630155454E+03  1.30322301819100E+03  1
! No 23
5.56146630155454E+03  1.30322301819100E+03  1
! No 24
5.56146630155454E+03  1.30022301819100E+03  1
! No 25
5.55846630155454E+03  1.30322301819100E+03  1
! No 26
5.55546630155454E+03  1.30322301819100E+03  1
! No 27
5.55846630155454E+03  1.30022301819100E+03  1
! No 28
5.55546630155454E+03  1.30022301819100E+03  1
! No 29
5.56626630155454E+03  1.29542301819100E+03  1
! No 30
5.56626630155454E+03  1.29842301819100E+03  1
! No 31
5.56146630155454E+03  1.29842301819100E+03  1
! No 32
5.56146630155454E+03  1.29542301819100E+03  1
! No 33
5.55846630155454E+03  1.29842301819100E+03  1
! No 34
5.55546630155454E+03  1.29842301819100E+03  1
! No 35
5.55846630155454E+03  1.29542301819100E+03  1
! No 36
5.55546630155454E+03  1.29542301819100E+03  1

! =====================================================================
! 3. CONECTIVIDADE DOS ELEMENTOS (Sentido Anti-Horario)
! =====================================================================
! Elemento 1 (3 nos de borda)
3
1  2  3  
! Elemento 2 (3 nos de borda)
3
3  4  1  
! Elemento 3 (3 nos de borda)
3
2  5  6  
! Elemento 4 (3 nos de borda)
3
6  3  2  
! Elemento 5 (3 nos de borda)
3
3  6  7  
! Elemento 6 (3 nos de borda)
3
7  8  3  
! Elemento 7 (3 nos de borda)
3
8  7  9  
! Elemento 8 (3 nos de borda)
3
9  10  8  
! Elemento 9 (3 nos de borda)
3
11  8  10  
! Elemento 10 (3 nos de borda)
3
10  12  11  
! Elemento 11 (3 nos de borda)
3
13  14  15  
! Elemento 12 (3 nos de borda)
3
15  16  13  
! Elemento 13 (3 nos de borda)
3
14  1  4  
! Elemento 14 (3 nos de borda)
3
4  15  14  
! Elemento 15 (3 nos de borda)
3
15  4  11  
! Elemento 16 (3 nos de borda)
3
11  17  15  
! Elemento 17 (3 nos de borda)
3
17  11  12  
! Elemento 18 (3 nos de borda)
3
12  18  17  
! Elemento 19 (3 nos de borda)
3
19  17  18  
! Elemento 20 (3 nos de borda)
3
18  20  19  
! Elemento 21 (3 nos de borda)
3
21  22  23  
! Elemento 22 (3 nos de borda)
3
23  24  21  
! Elemento 23 (3 nos de borda)
3
22  13  16  
! Elemento 24 (3 nos de borda)
3
16  23  22  
! Elemento 25 (3 nos de borda)
3
23  16  19  
! Elemento 26 (3 nos de borda)
3
19  25  23  
! Elemento 27 (3 nos de borda)
3
25  19  20  
! Elemento 28 (3 nos de borda)
3
20  26  25  
! Elemento 29 (3 nos de borda)
3
27  25  26  
! Elemento 30 (3 nos de borda)
3
26  28  27  
! Elemento 31 (3 nos de borda)
3
29  30  31  
! Elemento 32 (3 nos de borda)
3
31  32  29  
! Elemento 33 (3 nos de borda)
3
30  21  24  
! Elemento 34 (3 nos de borda)
3
24  31  30  
! Elemento 35 (3 nos de borda)
3
31  24  27  
! Elemento 36 (3 nos de borda)
3
27  33  31  
! Elemento 37 (3 nos de borda)
3
33  27  28  
! Elemento 38 (3 nos de borda)
3
28  34  33  
! Elemento 39 (3 nos de borda)
3
35  33  34  
! Elemento 40 (3 nos de borda)
3
34  36  35  

! =====================================================================
! 4. CONDICOES DE CONTORNO DE DIRICHLET (Deslocamentos Prescritos)
! =====================================================================
8
29  1  0.00000000000000E+00   
29  2  0.00000000000000E+00   
32  1  0.00000000000000E+00   
32  2  0.00000000000000E+00   
35  1  0.00000000000000E+00   
35  2  0.00000000000000E+00 
36  1  0.00000000000000E+00   
36  2  0.00000000000000E+00

! =====================================================================
! 5. MOLAS ELASTICAS CONCENTRADAS
! =====================================================================
0
