! =====================================================================
! 1. CABECALHO DA MALHA
! [N� de Nos Fisicos]  [N� de Elementos]  [Ordem VEM (k)]  [DOFs por No]
! =====================================================================
23  4  2  2

! =====================================================================
! 2. COORDENADAS E TIPOS DOS NOS (1=Vertice, 2=Aresta)
! [X]  [Y]  [type_id]
! =====================================================================
! No 1
5.64791941531056E+03  1.21532149794449E+03  1
! No 2
5.65041941531056E+03  1.21532149794449E+03  1
! No 3
5.65041941531056E+03  1.21632149794449E+03  1
! No 4
5.64791941531056E+03  1.21632149794449E+03  1
! No 5
5.64541941531056E+03  1.21532149794449E+03  1
! No 6
5.64541941531056E+03  1.21632149794449E+03  1
! No 7
5.64291941531056E+03  1.21532149794449E+03  1
! No 8
5.64291941531056E+03  1.21632149794449E+03  1
! No 9
5.64041941531056E+03  1.21532149794449E+03  1
! No 10
5.64041941531056E+03  1.21632149794449E+03  1
! No 11
5.64916941531056E+03  1.21532149794449E+03  2
! No 12
5.65041941531056E+03  1.21582149794449E+03  2
! No 13
5.64916941531056E+03  1.21632149794449E+03  2
! No 14
5.64791941531056E+03  1.21582149794449E+03  2
! No 15
5.64666941531056E+03  1.21532149794449E+03  2
! No 16
5.64666941531056E+03  1.21632149794449E+03  2
! No 17
5.64541941531056E+03  1.21582149794449E+03  2
! No 18
5.64416941531056E+03  1.21532149794449E+03  2
! No 19
5.64416941531056E+03  1.21632149794449E+03  2
! No 20
5.64291941531056E+03  1.21582149794449E+03  2
! No 21
5.64166941531056E+03  1.21532149794449E+03  2
! No 22
5.64166941531056E+03  1.21632149794449E+03  2
! No 23
5.64041941531056E+03  1.21582149794449E+03  2

! =====================================================================
! 3. CONECTIVIDADE DOS ELEMENTOS (Sentido Anti-Horario)
! =====================================================================
! Elemento 1 (8 nos de borda)
8
1  11  2  12  3  13  4  14  
! Elemento 2 (8 nos de borda)
8
5  15  1  14  4  16  6  17  
! Elemento 3 (8 nos de borda)
8
7  18  5  17  6  19  8  20  
! Elemento 4 (8 nos de borda)
8
9  21  7  20  8  22  10  23  

! =====================================================================
! 4. CONDICOES DE CONTORNO DE DIRICHLET (Deslocamentos Prescritos)
! =====================================================================
6
9 1 0.00000000000000
9 2 0.00000000000000
10 1 0.00000000000000
10 2 0.00000000000000
23 1 0.00000000000000
23 2 0.00000000000000

! =====================================================================
! 5. MOLAS ELASTICAS CONCENTRADAS
! =====================================================================
0
