! =====================================================================
! 1. CABECALHO DA MALHA
! [N� de Nos Fisicos]  [N� de Elementos]  [Ordem VEM (k)]  [DOFs por No]
! =====================================================================
85  64  1  2

! =====================================================================
! 2. COORDENADAS E TIPOS DOS NOS (1=Vertice, 2=Aresta)
! [X]  [Y]  [type_id]
! =====================================================================
! No 1
5.63779347481749E+03  1.21149429730384E+03  1
! No 2
5.63716847481749E+03  1.21149429730384E+03  1
! No 3
5.63716847481749E+03  1.21124429730384E+03  1
! No 4
5.63779347481749E+03  1.21124429730384E+03  1
! No 5
5.63654347481749E+03  1.21149429730384E+03  1
! No 6
5.63654347481749E+03  1.21124429730384E+03  1
! No 7
5.63779347481749E+03  1.21174429730384E+03  1
! No 8
5.63716847481749E+03  1.21174429730384E+03  1
! No 9
5.63654347481749E+03  1.21174429730384E+03  1
! No 10
5.63779347481749E+03  1.21199429730384E+03  1
! No 11
5.63716847481749E+03  1.21199429730384E+03  1
! No 12
5.63654347481749E+03  1.21199429730384E+03  1
! No 13
5.63779347481749E+03  1.21224429730384E+03  1
! No 14
5.63716847481749E+03  1.21224429730384E+03  1
! No 15
5.63654347481749E+03  1.21224429730384E+03  1
! No 16
5.63591847481749E+03  1.21149429730384E+03  1
! No 17
5.63591847481749E+03  1.21124429730384E+03  1
! No 18
5.63529347481749E+03  1.21149429730384E+03  1
! No 19
5.63529347481749E+03  1.21124429730384E+03  1
! No 20
5.63591847481749E+03  1.21174429730384E+03  1
! No 21
5.63529347481749E+03  1.21174429730384E+03  1
! No 22
5.63591847481749E+03  1.21199429730384E+03  1
! No 23
5.63529347481749E+03  1.21199429730384E+03  1
! No 24
5.63591847481749E+03  1.21224429730384E+03  1
! No 25
5.63529347481749E+03  1.21224429730384E+03  1
! No 26
5.63466847481749E+03  1.21149429730384E+03  1
! No 27
5.63466847481749E+03  1.21124429730384E+03  1
! No 28
5.63404347481749E+03  1.21149429730384E+03  1
! No 29
5.63404347481749E+03  1.21124429730384E+03  1
! No 30
5.63466847481749E+03  1.21174429730384E+03  1
! No 31
5.63404347481749E+03  1.21174429730384E+03  1
! No 32
5.63466847481749E+03  1.21199429730384E+03  1
! No 33
5.63404347481749E+03  1.21199429730384E+03  1
! No 34
5.63466847481749E+03  1.21224429730384E+03  1
! No 35
5.63404347481749E+03  1.21224429730384E+03  1
! No 36
5.63341847481749E+03  1.21149429730384E+03  1
! No 37
5.63341847481749E+03  1.21124429730384E+03  1
! No 38
5.63279347481749E+03  1.21149429730384E+03  1
! No 39
5.63279347481749E+03  1.21124429730384E+03  1
! No 40
5.63341847481749E+03  1.21174429730384E+03  1
! No 41
5.63279347481749E+03  1.21174429730384E+03  1
! No 42
5.63341847481749E+03  1.21199429730384E+03  1
! No 43
5.63279347481749E+03  1.21199429730384E+03  1
! No 44
5.63341847481749E+03  1.21224429730384E+03  1
! No 45
5.63279347481749E+03  1.21224429730384E+03  1
! No 46
5.63216847481749E+03  1.21149429730384E+03  1
! No 47
5.63216847481749E+03  1.21124429730384E+03  1
! No 48
5.63154347481749E+03  1.21149429730384E+03  1
! No 49
5.63154347481749E+03  1.21124429730384E+03  1
! No 50
5.63216847481749E+03  1.21174429730384E+03  1
! No 51
5.63154347481749E+03  1.21174429730384E+03  1
! No 52
5.63216847481749E+03  1.21199429730384E+03  1
! No 53
5.63154347481749E+03  1.21199429730384E+03  1
! No 54
5.63216847481749E+03  1.21224429730384E+03  1
! No 55
5.63154347481749E+03  1.21224429730384E+03  1
! No 56
5.63091847481749E+03  1.21149429730384E+03  1
! No 57
5.63091847481749E+03  1.21124429730384E+03  1
! No 58
5.63029347481749E+03  1.21149429730384E+03  1
! No 59
5.63029347481749E+03  1.21124429730384E+03  1
! No 60
5.63091847481749E+03  1.21174429730384E+03  1
! No 61
5.63029347481749E+03  1.21174429730384E+03  1
! No 62
5.63091847481749E+03  1.21199429730384E+03  1
! No 63
5.63029347481749E+03  1.21199429730384E+03  1
! No 64
5.63091847481749E+03  1.21224429730384E+03  1
! No 65
5.63029347481749E+03  1.21224429730384E+03  1
! No 66
5.62966847481749E+03  1.21149429730384E+03  1
! No 67
5.62966847481749E+03  1.21124429730384E+03  1
! No 68
5.62904347481749E+03  1.21149429730384E+03  1
! No 69
